category,name,message,status,severity,type,email_subject,is_audit,send_to_syslog
cloudaccounts,AwsCloudAccountDeletionFailed,Unable to delete the ${iamRoleMsg}AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature}. Reason: ${reason},Failure,Critical,Configuration,Delete the ${iamRoleMsg}AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature},No,No
cloudaccounts,AwsCloudAccountDeletionSucceeded,Successfully deleted the ${iamRoleMsg}AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature}.,Success,Info,Configuration,Deleted the ${iamRoleMsg}AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature}.,No,No
cloudaccounts,AwsCloudAccountDisableFeatureJobFailed,Failed to disable ${feature} of AWS account ${awsAccountDisplayName}. Reason: ${reason}.,Failure,Critical,Configuration,AWS Account Disable ${feature},No,No
cloudaccounts,AwsCloudAccountDisableFeatureJobForProtectionStarted,Started to disable ${feature} of AWS account ${awsAccountDisplayName}. Snapshots from AWS will ${deleteSnapshotsMsg}be deleted.,TaskSuccess,Info,Configuration,n/a,No,No
cloudaccounts,AwsCloudAccountDisableFeatureJobSucceeded,Successfully disabled ${feature} of AWS account ${awsAccountDisplayName}.,Success,Info,Configuration,AWS Account Disable ${feature},No,No
cloudaccounts,AwsCloudAccountDisconnect,Disconnected AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature}. Reason: The CloudFormation stack for the cross-account role has been deleted.,Success,Critical,Configuration,Disconnected AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature},No,No
cloudaccounts,AwsCloudAccountMigrationFailed,"Failed to migrate AWS account, ${accountName} (${nativeId}), for  feature, ${feature}, to AWS organization, ${orgName}. Reason: ${reason}",Failure,Critical,Configuration,Migrate AWS account ${accountName} (${nativeId}) to AWS organization ${orgName},No,No
cloudaccounts,AwsCloudAccountMigrationSucceeded,"Successfully migrated AWS account, ${accountName} (${nativeId}), for  feature, ${feature}, to AWS organization, ${orgName}.",Success,Info,Configuration,Migrate AWS account ${accountName} (${nativeId}) to AWS organization ${orgName},No,No
cloudaccounts,AwsCloudAccountMissingPermissions,The Account ${name} (${nativeId}) requires additional permissions for a recent enhancement with ${feature}. Navigate to AWS accounts under Remote Settings and upgrade permissions to reconnect account.,Success,Warning,Configuration,AWS Cloud Account ${name} (${nativeId}) requires additional permissions for ${feature}.,No,No
cloudaccounts,AwsCloudAccountUpdateFailed,"Failed to ${action} the ${iamRoleMsg}AWS cloud account, ${accountName} (${nativeId})${orgMsg}, for feature ${feature}. Reason: ${reason}",Failure,Critical,Configuration,${iamRoleMsg}AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature},No,No
cloudaccounts,AwsCloudAccountUpdateSucceeded,Successfully ${action} the ${iamRoleMsg}AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature}.,Success,Info,Configuration,${iamRoleMsg}AWS cloud account ${accountName} (${nativeId})${orgMsg} for feature ${feature},No,No
awsnative,AwsNativeArchiveDBSnapshotTaskFailed,Failed to upload the database snapshot to the ${targetBucketName}  bucket of ${targetLocation} location. Reason: ${reason}.,TaskFailure,Warning,Archive,n/a,No,No
awsnative,AwsNativeArchiveDBSnapshotTaskStarted,Uploading the database snapshot to the ${targetBucketName} bucket of  ${targetLocation} location.,Running,Info,Archive,n/a,No,No
awsnative,AwsNativeArchiveDBSnapshotTaskSucceeded,Successfully archived database snapshot taken at ${snapshotTimeDisplay} to the ${targetBucketName} bucket of ${targetLocation} location.,TaskSuccess,Info,Archive,n/a,No,No
awsnative,AwsNativeArchiveSnapshotJobFailed,Failed to archive ${uploadType} snapshot taken at ${snapshotTimeDisplay} of the ${snappableDisplay} to the ${targetBucketName} bucket of ${targetLocation} location. Reason: ${reason}.,Failure,Critical,Archive,Archival of snapshot of the ${snappableDisplay},No,No
awsnative,AwsNativeArchiveSnapshotJobSucceeded,Successfully archived ${uploadType} snapshot taken at ${snapshotTimeDisplay} of the ${snappableDisplay} to the ${targetBucketName} bucket of ${targetLocation} location. Processed ${dataTransferredFromSource} of data and uploaded  ${dataUploadedToDestination} (compressed) to Archival Location.,Success,Info,Archive,Archival of snapshot of the ${snappableDisplay},No,No
awsnative,AwsNativeArchiveSnapshotTaskFailed,Failed to upload the snapshot to the ${targetBucketName} bucket of ${targetLocation} location. Reason: ${reason}.,TaskFailure,Warning,Archive,n/a,No,No
awsnative,AwsNativeArchiveSnapshotTaskStarted,Uploading the snapshot to the ${targetBucketName} bucket of ${targetLocation} location.,Running,Info,Archive,n/a,No,No
awsnative,AwsNativeCreateCryoResourceSnapshotJobCanceled,"Canceled ${maintenanceType} snapshot of the ${resourceDisplayName} ${resourceType} in the ${region} region for the ${awsAccountDisplayName} AWS account. This can happen if the object became unprotected, or was deleted.",Canceled,Info,Backup,AWS ${resourceType} ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateCryoResourceSnapshotJobCanceling,"Canceling ${maintenanceType} snapshot of the ${resourceDisplayName} ${resourceType} in the ${region} region for the ${awsAccountDisplayName} AWS account. This can happen if the object became unprotected, or was deleted.",Canceling,Info,Backup,n/a,No,No
awsnative,AwsNativeCreateCryoResourceSnapshotJobFailed,Failed to create ${maintenanceType} snapshot of the ${resourceDisplayName} ${resourceType} in the ${region} region for the ${awsAccountDisplayName} AWS account. Reason: ${reason}.,Failure,Critical,Backup,AWS ${resourceType} ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateCryoResourceSnapshotJobQueued,Queued ${maintenanceType} snapshot of the ${resourceDisplayName} ${resourceType} in the ${region} region for the ${awsAccountDisplayName} AWS account.,Queued,Info,Backup,n/a,No,No
awsnative,AwsNativeCreateCryoResourceSnapshotJobStartFailed,${userEmail} failed to start snapshot of ${resourceType}: ${resourceDisplayName} in the ${region} region on AWS account ${awsAccountDisplayName}. Failure reason: ${reason}.,Failure,Critical,Backup,n/a,Yes,Yes
awsnative,AwsNativeCreateCryoResourceSnapshotJobStarted,${userEmail} started snapshot of ${resourceType}: ${resourceDisplayName} in the ${region} region on AWS account ${awsAccountDisplayName}.,Success,Info,Backup,n/a,Yes,Yes
awsnative,AwsNativeCreateCryoResourceSnapshotJobStarted,Started ${maintenanceType} snapshot of the ${resourceDisplayName} ${resourceType} in the ${region} region for the ${awsAccountDisplayName} AWS account.,TaskSuccess,Info,Backup,n/a,No,No
awsnative,AwsNativeCreateCryoResourceSnapshotJobSucceeded,Successfully created ${maintenanceType} snapshot of the ${resourceDisplayName} ${resourceType} in the ${region} region for the ${awsAccountDisplayName} AWS account.,Success,Info,Backup,AWS ${resourceType} ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEbsVolumeSnapshotJobCanceled,"Canceled ${maintenanceType} snapshot of the EBS Volume: ${volumeDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account. This can happen if the volume became unprotected, or was deleted.",Canceled,Info,Backup,AWS EBS Volume ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEbsVolumeSnapshotJobFailed,Failed to create ${maintenanceType} snapshot of the EBS Volume: ${volumeDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account. Reason: ${reason}.,Failure,Critical,Backup,AWS EBS Volume ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEbsVolumeSnapshotJobStarted,Started ${maintenanceType} snapshot of the EBS Volume: ${volumeDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account.,TaskSuccess,Info,Backup,n/a,No,No
awsnative,AwsNativeCreateEbsVolumeSnapshotJobSucceeded,Successfully created ${maintenanceType} snapshot of the EBS Volume: ${volumeDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account.,Success,Info,Backup,AWS EBS Volume ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotJobCanceled,"Canceled ${maintenanceType} snapshot of the EC2 Instance: ${instanceDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account. This can happen if the instance became unprotected, or was deleted.",Canceled,Info,Backup,AWS EC2 Instance ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotJobFailed,Failed to create ${maintenanceType} snapshot of the EC2 Instance: ${instanceDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account. Reason: ${reason}.,Failure,Critical,Backup,AWS EC2 Instance ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotJobPreempted,"Unable to create ${maintenanceType}, ${snapshotLevelText}, snapshot of  the ${instanceDisplayName} in the region, ${region}, for the ${awsAccountDisplayName}. Snapshot is canceled. Reason: ${reason}.",Failure,Critical,Backup,AWS EC2 Instance ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotJobQueued,Queued ${maintenanceType} snapshot of the EC2 Instance: ${instanceDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account.,Queued,Info,Backup,n/a,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotJobSkipped,"${nextSnapshotConsistencyLevelText} snapshot is taken since, ${maintenanceType},  ${snapshotLevelText} snapshot of the ${instanceDisplayName}, in the ${region},  region for the, ${awsAccountDisplayName} AWS account could not be created. Reason: ${reason}.",Failure,Warning,Backup,AWS EC2 Instance ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotJobStartFailed,${userEmail} failed to start snapshot of the EC2 Instance ${instanceDisplayName} in the ${region} region on the AWS account ${awsAccountDisplayName},Failure,Critical,Backup,n/a,Yes,Yes
awsnative,AwsNativeCreateEc2InstanceSnapshotJobStarted,${userEmail} started snapshot of the EC2 Instance ${instanceDisplayName} in the ${region} region on the AWS account ${awsAccountDisplayName},Success,Info,Backup,n/a,Yes,Yes
awsnative,AwsNativeCreateEc2InstanceSnapshotJobStarted,Started ${maintenanceType} snapshot of the EC2 Instance: ${instanceDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account.,TaskSuccess,Info,Backup,n/a,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotJobSucceeded,Successfully created ${maintenanceType} ${consistencyLevelText} snapshot of the EC2 instance: ${instanceDisplayName} in the ${region} region for the ${awsAccountDisplayName} AWS account.,Success,Info,Backup,AWS EC2 Instance ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotTaskFailed,"Unable to take ${snapshotLevelText} snapshot of the ${instanceName}, EC2 instance. Reason: ${reason}.",TaskFailure,Critical,Backup,n/a,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotTaskPostScriptFailed,"An application-consistent snapshot of the ${instanceName} was undone because the post script,  ${postScriptPath}, failed on the EC2 instance. Reason: ${reason}.",TaskFailure,Warning,Backup,AWS EC2 Instance ${maintenanceType} Backup,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotTaskStarted,"Creating ${snapshotLevelText} snapshot of the ${instanceName}, EC2 instance.",TaskSuccess,Info,Backup,n/a,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotTaskSucceeded,"Successfully created ${snapshotLevelText} snapshot of the ${instanceName},  EC2 instance.",TaskSuccess,Info,Backup,n/a,No,No
awsnative,AwsNativeCreateEc2InstanceSnapshotTaskWarning,"Unable to take ${snapshotLevelText} snapshot of the ${instanceName}, EC2 instance. Reason: ${reason}.",TaskFailure,Warning,Backup,n/a,No,No
awsnative,AwsNativeDeleteAccountJobStartFailed,${userEmail} failed to start disable of ${featureDisplayName} protection of AWS account ${awsAccountDisplayName}. Failure reason: ${reason}.,Failure,Critical,Configuration,n/a,Yes,Yes
awsnative,AwsNativeDeleteAccountJobStarted,${userEmail} started to disable ${featureDisplayName} protection of AWS account ${awsAccountDisplayName}. ${featureSnapshots} from AWS will ${deleteSnapshotsMsg} be deleted.,Success,Info,Configuration,n/a,Yes,Yes
awsnative,AwsNativeExportEC2InstanceJobStartFailed,${userEmail} failed to start the export of EC2 instance from the ${snapshotType} snapshot ${snapshotDisplayName} taken on ${snapshotCreationTime} in the ${sourceRegion} region on the ${sourceAwsAccountDisplayName} AWS account to region ${destinationRegion} in the ${targetAwsAccountDisplayName} AWS account. Failure reason: ${reason}.,Failure,Critical,Recovery,n/a,Yes,Yes
awsnative,AwsNativeExportEC2InstanceJobStarted,${userEmail} started the export of EC2 instance ${instanceDisplayName} from the ${snapshotType} snapshot ${snapshotDisplayName} taken on ${snapshotCreationTime} in the ${sourceRegion} region on the ${sourceAwsAccountDisplayName} AWS account to region ${destinationRegion} in the ${targetAwsAccountDisplayName} AWS account.,Success,Info,Recovery,n/a,Yes,Yes
awsnative,AwsNativeExportEbsFromArchivedSnapshotJobQueued,Queued the export of the ${snapshotType} snapshot of EBS Volume  ${volumeDisplayName} taken on ${snapshotCreationTime} in  archival location ${archivalLocation} from region ${sourceRegion}  in AWS account ${sourceAwsAccountDisplayName} to availability zone  ${availabilityZone} in region ${destinationRegion} in  AWS account ${targetAwsAccountDisplayName} .,Queued,Info,Recovery,n/a,No,No
awsnative,AwsNativeExportEbsFromArchivedSnapshotJobStarted,Started the export of the ${snapshotType} snapshot of EBS Volume  ${volumeDisplayName} taken on ${snapshotCreationTime} in  archival location ${archivalLocation} from region ${sourceRegion}  in AWS account ${sourceAwsAccountDisplayName} to  availability zone ${availabilityZone} in region ${destinationRegion}  in AWS account ${targetAwsAccountDisplayName}.,TaskSuccess,Info,Recovery,n/a,No,No
awsnative,AwsNativeExportEbsSnapshotAttachVolumeTaskFailed,Failed to attach the ${volumeDisplayName} EBS Volume to the ${instanceDisplayName} EC2 Instance at ${devicePath} device path.,TaskFailure,Warning,Recovery,n/a,No,No
